Entity_A,Entity_B,Type,Score
RAD23D,RPS14B,protein-protein,0.511
RAD23D,RPS15AE,protein-protein,0.511
RAD23D,RPP3B,protein-protein,0.521
RAD23D,HLP,protein-protein,0.527
RAD23D,RPL7A,protein-protein,0.528
RAD23D,RPL22B,protein-protein,0.54
RAD23D,RPP1A,protein-protein,0.542
RAD23D,RPL13AC,protein-protein,0.544
RAD23D,RPL13,protein-protein,0.544
RAD23D,RPS15C,protein-protein,0.546
RAD23D,PER7,protein-protein,0.548
RAD23D,RPS9C,protein-protein,0.548
RAD23D,RPS4D,protein-protein,0.553
RAD23D,RPL13AD,protein-protein,0.556
RAD23D,RPL37C,protein-protein,0.578
RAD23D,RPL35AC,protein-protein,0.588
RAD23D,RPS17D,protein-protein,0.589
RAD23D,RPL28C,protein-protein,0.594
RAD23D,RPL19B,protein-protein,0.612
RAD23D,RPL36B,protein-protein,0.617
RAD23D,RPS19C,protein-protein,0.628
RAD23D,RPS10-2,protein-protein,0.629
RAD23D,RPL5A,protein-protein,0.657
RAD23D,RPS24B,protein-protein,0.707
RAD23C,OVA3,protein-protein,0.42
RAD23C,VTE1,protein-protein,0.428
RAD23C,RPL4A,protein-protein,0.454
RAD23C,RPL11,protein-protein,0.466
RAD23C,RPL27B,protein-protein,0.479
RAD23C,RPL14B,protein-protein,0.479
RAD23C,RPL3B,protein-protein,0.486
RAD23C,RPS2B,protein-protein,0.495
RAD23C,RPL10,protein-protein,0.502
RAD23C,RPP3B,protein-protein,0.506
RAD23C,RPP2D,protein-protein,0.506
RAD23C,RPS14B,protein-protein,0.507
RAD23C,RPS15AE,protein-protein,0.511
RAD23C,HLP,protein-protein,0.527
RAD23C,RPL7A,protein-protein,0.528
RAD23C,RPL22B,protein-protein,0.538
RAD23C,RPP1A,protein-protein,0.542
RAD23C,RPL13AD,protein-protein,0.544
RAD23C,RPL13AC,protein-protein,0.544
RAD23C,RPS9C,protein-protein,0.544
RAD23C,RPS4D,protein-protein,0.545
RAD23C,RPS15C,protein-protein,0.546
RAD23C,PER7,protein-protein,0.548
RAD23C,RPL13,protein-protein,0.558
RAD23C,RPL37C,protein-protein,0.575
RAD23C,RPS17D,protein-protein,0.58
RAD23C,RPL35AC,protein-protein,0.581
RAD23C,RPL28C,protein-protein,0.594
RAD23C,RPL29,protein-protein,0.598
RAD23C,RPL19B,protein-protein,0.612
RAD23C,RPL36B,protein-protein,0.616
RAD23C,RPS19C,protein-protein,0.627
RAD23C,RPS10-2,protein-protein,0.646
RAD23C,RPL5A,protein-protein,0.657
RAD23C,RPS24B,protein-protein,0.707
RAD23B,OVA3,protein-protein,0.42
RAD23B,VTE1,protein-protein,0.428
RAD23B,RPL11,protein-protein,0.436
RAD23B,RPL4A,protein-protein,0.465
RAD23B,RPL14B,protein-protein,0.479
RAD23B,RPL27B,protein-protein,0.479
RAD23B,RPL3B,protein-protein,0.488
RAD23B,RPS2B,protein-protein,0.495
RAD23B,RPL29,protein-protein,0.498
RAD23B,RPL10,protein-protein,0.498
RAD23B,RPP3B,protein-protein,0.506
RAD23B,RPS14B,protein-protein,0.507
RAD23B,RPS15AE,protein-protein,0.515
RAD23B,RPP2D,protein-protein,0.521
RAD23B,HLP,protein-protein,0.527
RAD23B,RPL7A,protein-protein,0.528
RAD23B,RPL13,protein-protein,0.544
RAD23B,RPP1A,protein-protein,0.544
RAD23B,RPL13AC,protein-protein,0.544
RAD23B,RPS9C,protein-protein,0.544
RAD23B,RPS15C,protein-protein,0.546
RAD23B,RPL13AD,protein-protein,0.547
RAD23B,PER7,protein-protein,0.548
RAD23B,RPS4D,protein-protein,0.554
RAD23B,RPL37C,protein-protein,0.575
RAD23B,RPL22B,protein-protein,0.58
RAD23B,RPS17D,protein-protein,0.58
RAD23B,RPL35AC,protein-protein,0.582
RAD23B,RPL28C,protein-protein,0.594
RAD23B,RPL36B,protein-protein,0.616
RAD23B,RPL19B,protein-protein,0.619
RAD23B,RPS10-2,protein-protein,0.626
RAD23B,RPS19C,protein-protein,0.626
RAD23B,RPL5A,protein-protein,0.664
RAD23B,RPS24B,protein-protein,0.707
RPL5A,RUB2,protein-protein,0.657
RPL5A,PEL1,protein-protein,0.809
RPL5A,SRP19,protein-protein,0.822
RPL5A,STT3A,protein-protein,0.842
RPL5A,STT3B,protein-protein,0.842
RPL5A,SRP9,protein-protein,0.887
RPL5A,RPP2D,protein-protein,0.939
RPL5A,RPP3B,protein-protein,0.948
RPS24B,STT3B,protein-protein,0.526
RPS24B,STT3A,protein-protein,0.528
RPS24B,SRP19,protein-protein,0.674
RPS24B,PEL1,protein-protein,0.801
RPS24B,SRP9,protein-protein,0.812
RPS24B,RPP3B,protein-protein,0.886
RPS24B,RPP2D,protein-protein,0.888
RPL27B,RUB2,protein-protein,0.635
RPL27B,PEL1,protein-protein,0.686
RPL27B,SRP19,protein-protein,0.732
RPL27B,STT3B,protein-protein,0.763
RPL27B,STT3A,protein-protein,0.767
RPL27B,SRP9,protein-protein,0.856
RPL27B,RPP3B,protein-protein,0.923
RPL27B,RPP2D,protein-protein,0.928
RPP1A,PEL1,protein-protein,0.416
RPP1A,DSK2B,protein-protein,0.542
RPP1A,RUB2,protein-protein,0.575
RPP1A,RPL16,protein-protein,0.718
RPP1A,RPS15C,protein-protein,0.778
RPP1A,RPS2B,protein-protein,0.79
RPP1A,RPL29,protein-protein,0.796
RPP1A,RPS4D,protein-protein,0.799
RPP1A,OVA3,protein-protein,0.819
RPP1A,HLP,protein-protein,0.837
RPP1A,RPL11,protein-protein,0.838
RPP1A,PER7,protein-protein,0.846
RPP1A,RPS3C,protein-protein,0.851
RPP1A,RPL13,protein-protein,0.861
RPP1A,RPL1,protein-protein,0.864
RPP1A,RPL10,protein-protein,0.881
RPP1A,RPS9C,protein-protein,0.883
RPP1A,RPS10-2,protein-protein,0.883
RPP1A,RPS17D,protein-protein,0.884
RPP1A,RPL3B,protein-protein,0.898
RPP1A,RPP3B,protein-protein,0.9
RPP1A,RPL7A,protein-protein,0.907
RPP1A,RPL19B,protein-protein,0.914
RPP1A,RPL35AC,protein-protein,0.924
RPP1A,RPL36B,protein-protein,0.925
RPP1A,RPL13AC,protein-protein,0.927
RPP1A,RPL37C,protein-protein,0.943
RPP1A,RPL28C,protein-protein,0.956
RPP1A,RPL13AD,protein-protein,0.984
RPP1A,RPP2D,protein-protein,0.989
RPL37C,RUB2,protein-protein,0.649
RPL37C,PEL1,protein-protein,0.654
RPL37C,SRP19,protein-protein,0.714
RPL37C,RPS27B,protein-protein,0.767
RPL37C,STT3B,protein-protein,0.77
RPL37C,STT3A,protein-protein,0.778
RPL37C,SRP9,protein-protein,0.851
RPL37C,RPP3B,protein-protein,0.917
RPL37C,RPP2D,protein-protein,0.935
RUB2,OVA3,protein-protein,0.42
RUB2,RPL11,protein-protein,0.436
RUB2,RPL3B,protein-protein,0.486
RUB2,RPL10,protein-protein,0.498
RUB2,RPP3B,protein-protein,0.511
RUB2,RPP2D,protein-protein,0.513
RUB2,RPL29,protein-protein,0.521
RUB2,RPL13,protein-protein,0.544
RUB2,PER7,protein-protein,0.548
RUB2,RPS14B,protein-protein,0.55
RUB2,HLP,protein-protein,0.552
RUB2,RPL14B,protein-protein,0.557
RUB2,RPL7A,protein-protein,0.57
RUB2,RPL22B,protein-protein,0.572
RUB2,RPL28C,protein-protein,0.599
RUB2,RPL35AC,protein-protein,0.615
RUB2,RPL13AD,protein-protein,0.616
RUB2,RPL13AC,protein-protein,0.619
RUB2,RPL19B,protein-protein,0.63
RUB2,RPL36B,protein-protein,0.661
OVA4,ISPF,protein-protein,0.514
RPS4D,SRP19,protein-protein,0.445
RPS4D,PEL1,protein-protein,0.526
RPS4D,SRP9,protein-protein,0.539
RPS4D,RPP2D,protein-protein,0.772
RPS4D,RPP3B,protein-protein,0.779
RPS4D,RPS27B,protein-protein,0.933
RPS2B,STT3A,protein-protein,0.409
RPS2B,STT3B,protein-protein,0.415
RPS2B,SRP19,protein-protein,0.512
RPS2B,SRP9,protein-protein,0.614
RPS2B,PEL1,protein-protein,0.617
RPS2B,RPP3B,protein-protein,0.744
RPS2B,RPP2D,protein-protein,0.744
RPS2B,RPS27B,protein-protein,0.926
HLP,PEL1,protein-protein,0.565
HLP,RPS27B,protein-protein,0.575
HLP,SRP19,protein-protein,0.616
HLP,STT3B,protein-protein,0.623
HLP,STT3A,protein-protein,0.623
HLP,SRP9,protein-protein,0.707
HLP,RPP3B,protein-protein,0.789
HLP,RPP2D,protein-protein,0.796
STT3A,RPS10-2,protein-protein,0.414
STT3A,RPS14B,protein-protein,0.416
STT3A,RPS9C,protein-protein,0.439
STT3A,RPS15C,protein-protein,0.442
STT3A,RPS3C,protein-protein,0.451
STT3A,RPL19B,protein-protein,0.458
STT3A,RPS17D,protein-protein,0.462
STT3A,RPL16,protein-protein,0.526
STT3A,RPS19C,protein-protein,0.552
STT3A,RPS12C,protein-protein,0.577
STT3A,RPL11,protein-protein,0.63
STT3A,PER7,protein-protein,0.632
STT3A,RPL10,protein-protein,0.632
STT3A,RPL14B,protein-protein,0.642
STT3A,RPL13,protein-protein,0.656
STT3A,RPL3B,protein-protein,0.66
STT3A,RPL35AC,protein-protein,0.698
STT3A,RPL7A,protein-protein,0.712
STT3A,RPL13AC,protein-protein,0.73
STT3A,RPL13AD,protein-protein,0.732
STT3A,RPL22B,protein-protein,0.77
STT3A,RPL36B,protein-protein,0.771
STT3A,RPL28C,protein-protein,0.834
STT3A,RPL4A,protein-protein,0.841
SRP19,RPS14B,protein-protein,0.42
SRP19,RPS15AE,protein-protein,0.452
SRP19,RPS17D,protein-protein,0.456
SRP19,RPS15C,protein-protein,0.479
SRP19,OVA3,protein-protein,0.51
SRP19,RPL11,protein-protein,0.533
SRP19,RPL16,protein-protein,0.534
SRP19,RPS3C,protein-protein,0.54
SRP19,PER7,protein-protein,0.573
SRP19,RPL10,protein-protein,0.579
SRP19,RPL29,protein-protein,0.582
SRP19,RPS19C,protein-protein,0.619
SRP19,RPS10-2,protein-protein,0.628
SRP19,RPL3B,protein-protein,0.63
SRP19,RPS9C,protein-protein,0.646
SRP19,RPL13,protein-protein,0.647
SRP19,RPL14B,protein-protein,0.648
SRP19,RPL7A,protein-protein,0.675
SRP19,RPL13AD,protein-protein,0.676
SRP19,RPL13AC,protein-protein,0.677
SRP19,RPS12C,protein-protein,0.681
SRP19,RPL19B,protein-protein,0.728
SRP19,RPL35AC,protein-protein,0.731
SRP19,RPL22B,protein-protein,0.744
SRP19,RPL36B,protein-protein,0.766
SRP19,RPL28C,protein-protein,0.79
SRP19,RPL4A,protein-protein,0.834
SRP19,SRP9,protein-protein,0.999
VTE1,RPS27B,protein-protein,0.518
RPL16,RPS27B,protein-protein,0.404
RPL16,PEL1,protein-protein,0.41
RPL16,STT3B,protein-protein,0.526
RPL16,SRP9,protein-protein,0.619
RPL16,RPP2D,protein-protein,0.653
RPL16,RPP3B,protein-protein,0.653
RPL35AC,PEL1,protein-protein,0.668
RPL35AC,STT3B,protein-protein,0.692
RPL35AC,RPS27B,protein-protein,0.816
RPL35AC,SRP9,protein-protein,0.828
RPL35AC,RPP3B,protein-protein,0.904
RPL35AC,RPP2D,protein-protein,0.908
NUG2,APC8,protein-protein,0.434
RPS14B,PEL1,protein-protein,0.526
RPS14B,SRP9,protein-protein,0.528
RPS14B,RPP2D,protein-protein,0.787
RPS14B,RPP3B,protein-protein,0.81
OVA3,PEL1,protein-protein,0.45
OVA3,RPS27B,protein-protein,0.489
OVA3,SRP9,protein-protein,0.618
OVA3,RPP2D,protein-protein,0.735
OVA3,RPP3B,protein-protein,0.737
RPS3C,STT3B,protein-protein,0.442
RPS3C,SRP9,protein-protein,0.623
RPS3C,PEL1,protein-protein,0.683
RPS3C,RPP3B,protein-protein,0.801
RPS3C,RPP2D,protein-protein,0.833
RPS3C,RPS27B,protein-protein,0.943
RPL29,PEL1,protein-protein,0.504
RPL29,RPS27B,protein-protein,0.505
RPL29,SRP9,protein-protein,0.625
RPL29,RPP3B,protein-protein,0.749
RPL29,RPP2D,protein-protein,0.75
RPL13AD,PEL1,protein-protein,0.621
RPL13AD,STT3B,protein-protein,0.721
RPL13AD,RPS27B,protein-protein,0.758
RPL13AD,SRP9,protein-protein,0.814
RPL13AD,RPP3B,protein-protein,0.891
RPL13AD,RPP2D,protein-protein,0.979
RPS9C,STT3B,protein-protein,0.439
RPS9C,PEL1,protein-protein,0.693
RPS9C,SRP9,protein-protein,0.742
RPS9C,RPP3B,protein-protein,0.84
RPS9C,RPP2D,protein-protein,0.843
RPS9C,RPS27B,protein-protein,0.92
RPS19C,STT3B,protein-protein,0.538
RPS19C,PEL1,protein-protein,0.699
RPS19C,SRP9,protein-protein,0.726
RPS19C,RPP3B,protein-protein,0.896
RPS19C,RPP2D,protein-protein,0.917
STT3B,RPS17D,protein-protein,0.412
STT3B,RPS10-2,protein-protein,0.414
STT3B,RPL19B,protein-protein,0.439
STT3B,RPS15C,protein-protein,0.442
STT3B,RPS12C,protein-protein,0.569
STT3B,RPL14B,protein-protein,0.616
STT3B,RPL11,protein-protein,0.63
STT3B,PER7,protein-protein,0.632
STT3B,RPL10,protein-protein,0.632
STT3B,RPL3B,protein-protein,0.651
STT3B,RPL13,protein-protein,0.657
STT3B,RPL7A,protein-protein,0.704
STT3B,RPL13AC,protein-protein,0.721
STT3B,RPL22B,protein-protein,0.764
STT3B,RPL36B,protein-protein,0.764
STT3B,RPL28C,protein-protein,0.83
STT3B,RPL4A,protein-protein,0.837
RPL10,RPS27B,protein-protein,0.48
RPL10,PEL1,protein-protein,0.55
RPL10,SRP9,protein-protein,0.659
RPL10,RPP2D,protein-protein,0.842
RPL10,RPP3B,protein-protein,0.854
RPS15C,SRP9,protein-protein,0.609
RPS15C,PEL1,protein-protein,0.612
RPS15C,RPP3B,protein-protein,0.723
RPS15C,RPP2D,protein-protein,0.724
RPS15C,RPS27B,protein-protein,0.902
RPS10-2,SRP9,protein-protein,0.712
RPS10-2,GNTI,protein-protein,0.717
RPS10-2,RPS27B,protein-protein,0.731
RPS10-2,PEL1,protein-protein,0.753
RPS10-2,RPP2D,protein-protein,0.836
RPS10-2,RPP3B,protein-protein,0.836
RPL3B,RPS27B,protein-protein,0.528
RPL3B,PEL1,protein-protein,0.625
RPL3B,SRP9,protein-protein,0.791
RPL3B,RPP3B,protein-protein,0.851
RPL3B,RPP2D,protein-protein,0.854
RPL19B,PEL1,protein-protein,0.665
RPL19B,RPS27B,protein-protein,0.734
RPL19B,SRP9,protein-protein,0.826
RPL19B,RPP3B,protein-protein,0.898
RPL19B,RPP2D,protein-protein,0.923
RPP3B,RPP2D,protein-protein,0.47
RPP3B,DSK2B,protein-protein,0.506
RPP3B,RPL11,protein-protein,0.759
RPP3B,RPS27B,protein-protein,0.778
RPP3B,RPS17D,protein-protein,0.799
RPP3B,RPL1,protein-protein,0.8
RPP3B,RPL13,protein-protein,0.817
RPP3B,PER7,protein-protein,0.828
RPP3B,RPL7A,protein-protein,0.869
RPP3B,RPS15AE,protein-protein,0.869
RPP3B,RPL14B,protein-protein,0.881
RPP3B,RPL13AC,protein-protein,0.884
RPP3B,RPL36B,protein-protein,0.9
RPP3B,RPL22B,protein-protein,0.914
RPP3B,RPL28C,protein-protein,0.929
RPP3B,RPL4A,protein-protein,0.934
RPP3B,RPS12C,protein-protein,0.946
RPP2D,EIF6-2,protein-protein,0.45
RPP2D,DSK2B,protein-protein,0.506
RPP2D,RPS27B,protein-protein,0.688
RPP2D,RPS15AE,protein-protein,0.729
RPP2D,RPL11,protein-protein,0.768
RPP2D,RPL1,protein-protein,0.8
RPP2D,RPS17D,protein-protein,0.81
RPP2D,RPL13,protein-protein,0.818
RPP2D,PER7,protein-protein,0.828
RPP2D,RPL14B,protein-protein,0.844
RPP2D,RPL7A,protein-protein,0.872
RPP2D,RPL13AC,protein-protein,0.898
RPP2D,RPL36B,protein-protein,0.9
RPP2D,RPL28C,protein-protein,0.937
RPP2D,RPL22B,protein-protein,0.94
RPP2D,RPS12C,protein-protein,0.947
RPP2D,RPL4A,protein-protein,0.951
RPL1,RPS27B,protein-protein,0.527
RPS17D,SRP9,protein-protein,0.538
RPS17D,PEL1,protein-protein,0.693
RPS17D,RPS27B,protein-protein,0.803
RPS15AE,PEL1,protein-protein,0.481
RPS15AE,SRP9,protein-protein,0.57
RPL28C,RRP44A,protein-protein,0.411
RPL28C,PEL1,protein-protein,0.526
RPL28C,RPS27B,protein-protein,0.805
RPL28C,SRP9,protein-protein,0.885
RPS27B,RPL11,protein-protein,0.5
RPS27B,PER7,protein-protein,0.508
RPS27B,RPL7A,protein-protein,0.58
RPS27B,RPL13AC,protein-protein,0.632
RPS27B,RPL36B,protein-protein,0.692
RPS27B,RPL13,protein-protein,0.779
RPL36B,PEL1,protein-protein,0.694
RPL36B,SRP9,protein-protein,0.871
RPL22B,PEL1,protein-protein,0.661
RPL22B,SRP9,protein-protein,0.861
RPL11,PEL1,protein-protein,0.547
RPL11,SRP9,protein-protein,0.646
RPL7A,PEL1,protein-protein,0.629
RPL7A,SRP9,protein-protein,0.803
RPL4A,PEL1,protein-protein,0.786
RPL4A,SRP9,protein-protein,0.887
RPS12C,HY2,protein-protein,0.408
RPS12C,SRP9,protein-protein,0.772
RPS12C,PEL1,protein-protein,0.813
SRP9,PER7,protein-protein,0.674
SRP9,RPL14B,protein-protein,0.707
SRP9,RPL13,protein-protein,0.728
SRP9,RPL13AC,protein-protein,0.813
RPL13AC,PEL1,protein-protein,0.621
PER7,PEL1,protein-protein,0.505
RPL13,PEL1,protein-protein,0.526
RPL14B,PEL1,protein-protein,0.566
PAB2,VPS24-1,protein-protein,0.482
RH38,VPS24-1,protein-protein,0.412
VPS24-1,PEX1,protein-protein,0.622
NRPA2,NAPRT1,protein-protein,0.47
NRPA2,NAPRT2,protein-protein,0.474
NRPA2,TUBG1,protein-protein,0.475
NMNAT,URH1,protein-protein,0.702
TUBG1,NAPRT2,protein-protein,0.406
TUBG1,NAPRT1,protein-protein,0.445
PYRE-F,URH1,protein-protein,0.732
NAPRT2,OVA7,protein-protein,0.447
NAPRT2,PSL4,protein-protein,0.513
NAPRT2,URH1,protein-protein,0.907
PYD3,NUDT19,protein-protein,0.492
PYD3,URH1,protein-protein,0.678
NAPRT1,OVA7,protein-protein,0.447
NAPRT1,PSL4,protein-protein,0.515
NAPRT1,URH1,protein-protein,0.907
SRT2,URH1,protein-protein,0.914
SRT1,URH1,protein-protein,0.909
SPS3,PPOX2,protein-protein,0.42
UBC10,PBF1,protein-protein,0.413
UBC11,PBF1,protein-protein,0.415
PBF1,UBC35,protein-protein,0.422
PBF1,PEX3-2,protein-protein,0.449
PBF1,PEX19-2,protein-protein,0.473
PBF1,PEX6,protein-protein,0.58
ERDJ2A,PEX14,protein-protein,0.41
ERDJ2A,PEX19-2,protein-protein,0.505
ERDJ2A,PEX5,protein-protein,0.54
ERDJ2A,UBC32,protein-protein,0.551
DIM,PEX14,protein-protein,0.414
DIM,PEX12,protein-protein,0.426
DIM,PEX10,protein-protein,0.43
DIM,PEX5,protein-protein,0.437
DIM,PEX7,protein-protein,0.505
UBC7,PEX14,protein-protein,0.41
UBC7,PEX12,protein-protein,0.648
UBC13,PEX14,protein-protein,0.41
UBC13,PEX12,protein-protein,0.571
FHY1,PEX14,protein-protein,0.553
FHY1,PEX5,protein-protein,0.564
FHY1,PEX12,protein-protein,0.581
DCP2,PEX14,protein-protein,0.441
DCP2,VPS25,protein-protein,0.451
DCP2,PEX10,protein-protein,0.454
DCP2,PEX5,protein-protein,0.469
DCP2,PEX12,protein-protein,0.471
UBC24,PEX12,protein-protein,0.523
UBC24,PEX14,protein-protein,0.561
HPAT1,PEX14,protein-protein,0.43
DLD,PEX10,protein-protein,0.467
DLD,PEX7,protein-protein,0.505
NUP88,PEX14,protein-protein,0.516
RPS3C,PEX14,protein-protein,0.54
PEX5,NUDT14,protein-protein,0.464
UBC16,PEX14,protein-protein,0.41
UBC16,PEX12,protein-protein,0.523
PEX14,UBC32,protein-protein,0.412
PEX14,NUDT14,protein-protein,0.437
PEX14,PRP8A,protein-protein,0.477
UBC32,PEX12,protein-protein,0.523
PEX12,NUDT14,protein-protein,0.463
MKS1,GDPD6,protein-protein,0.436
ALG12,OVA3,protein-protein,0.426
ALG12,TWN2,protein-protein,0.447
ALG12,EMB2247,protein-protein,0.485
ISPG,TWN2,protein-protein,0.473
ISPG,EMB2247,protein-protein,0.505
ISPE,OVA4,protein-protein,0.586
TWN2,UCR1-1,protein-protein,0.408
TWN2,PDE338,protein-protein,0.581
PYRE-F,EDD1,protein-protein,0.511
OVA4,PDE338,protein-protein,0.404
OVA2,PDE338,protein-protein,0.447
PSS1,LCB1,protein-protein,0.408
PSS1,OVA3,protein-protein,0.435
PSD2,LCB1,protein-protein,0.432
PIS1,FAB1D,protein-protein,0.905
PAT1,SDP6,protein-protein,0.559
BET11,SDP6,protein-protein,0.495
ARP1,RPL31,protein-protein,0.96
ARP2,RPL31,protein-protein,0.96
RPS3C,RPL31,protein-protein,0.933
RPL13AD,RPL31,protein-protein,0.971
RPL31,RPL13AC,protein-protein,0.972
SINAT2,EMB2768,protein-protein,0.569
ALATS,RPN6,protein-protein,0.604
RPN6,APC8,protein-protein,0.79
RPL28,PSRP2,protein-protein,0.477
RPL28,RPL18,protein-protein,0.962
UROS,UPM1,protein-protein,0.928
RPL21,RPL18,protein-protein,0.909
PDS,ALDH10A8,protein-protein,0.435
RPS10-2,RPL18,protein-protein,0.882
RPL18,RPL13,protein-protein,0.881
TPPA,ALDH10A8,protein-protein,0.614
TPPD,ALDH10A8,protein-protein,0.613
PNC2,ALN,protein-protein,0.723
XK2,SYP71,protein-protein,0.799
ALN,SDH,protein-protein,0.61
TPPB,ALDH10A8,protein-protein,0.615
ALDH10A8,VTE4,protein-protein,0.401
ALDH10A8,SYP71,protein-protein,0.548
SYP71,ALDH7B4,protein-protein,0.538
PRP19B,IP5P2,protein-protein,0.499
PLC2,IP5P2,protein-protein,0.9
SAL1,SAC1,protein-protein,0.679
SAC6,IP5P2,protein-protein,0.774
SAC1,IP5P2,protein-protein,0.483
PLC4,IP5P2,protein-protein,0.9
SAC8,IP5P2,protein-protein,0.465
SAC7,IP5P2,protein-protein,0.786
GA20OX3,ZEP,protein-protein,0.434
GA20OX3,GID2,protein-protein,0.434
ABCG41,SKD1,protein-protein,0.484
ABCG41,ABCB20,protein-protein,0.579
RECQL4A,ABCB20,protein-protein,0.524
ABCG41,ABCB6,protein-protein,0.578
NTRC,FFC,protein-protein,0.494
TH1,OVA3,protein-protein,0.402
PWP2,RPS27B,protein-protein,0.603
BIG1,PIN1,protein-protein,0.44
BIG1,LPAT1,protein-protein,0.517
BIG1,NMNAT,protein-protein,0.784
LPAT1,BIG2,protein-protein,0.517
LPXB,EDD1,protein-protein,0.483
EMB2761,RPS20,protein-protein,0.419
RPL28,RPS20,protein-protein,0.969
RPL6,RPS20,protein-protein,0.939
RPL4,RPS20,protein-protein,0.865
RPL17B,RPS20,protein-protein,0.551
RPS7,RPS20,protein-protein,0.887
EDD1,RPS20,protein-protein,0.435
RPS20,RPL1,protein-protein,0.41
RPS20,RPL4A,protein-protein,0.429
SDC,PRP40C,protein-protein,0.4
SDC,NRPB12,protein-protein,0.785
MPK3,PER42,protein-protein,0.477
AMY2,PER42,protein-protein,0.43
PSB28,PER42,protein-protein,0.459
PSAO,PER42,protein-protein,0.531
ATXR3,ALPHAC-AD,protein-protein,0.411
ATXR3,ALPHA-ADR,protein-protein,0.412
NIFS1,ALPHAC-AD,protein-protein,0.479
NRPA2,TRPA1,protein-protein,0.405
NRPA2,NDPK2,protein-protein,0.434
EMB2761,NDPK2,protein-protein,0.418
EMB2761,RPS16-1,protein-protein,0.608
NRPC1,PNP1,protein-protein,0.459
TRPA1,RPL6,protein-protein,0.401
SYNO,PNP1,protein-protein,0.4
NCS6,OVA7,protein-protein,0.404
NDPK2,RPS9C,protein-protein,0.421
NDPK2,RPL5A,protein-protein,0.491
RPS16-1,FFC,protein-protein,0.655
RPL9,FFC,protein-protein,0.714
FFC,RPS9M,protein-protein,0.516
FFC,RPL27,protein-protein,0.727
PNP1,OVA5,protein-protein,0.458
PNP1,EMB2369,protein-protein,0.5
RPS9M,PDE338,protein-protein,0.906
RPS14B,FSD3,protein-protein,0.463
RPL27,PDE338,protein-protein,0.912
FSD3,RPL11,protein-protein,0.649
HAC12,SUVH9,protein-protein,0.442
APC6,RPN1B,protein-protein,0.6
APC6,RPN2A,protein-protein,0.644
APC6,RPN9B,protein-protein,0.653
APC6,RPN5A,protein-protein,0.657
APC6,ARF6,protein-protein,0.715
APC6,ARF18,protein-protein,0.715
APC6,RPN7,protein-protein,0.746
NRPA2,APC1,protein-protein,0.41
PA200,ALATS,protein-protein,0.4
NRPC2,APC1,protein-protein,0.578
NTRC,SCE1,protein-protein,0.683
RPN2A,APC2,protein-protein,0.645
RPN2A,APC1,protein-protein,0.655
RPN2A,APC4,protein-protein,0.657
RPN2A,APC5,protein-protein,0.663
RPN2A,UBC22,protein-protein,0.683
APC4,ARF18,protein-protein,0.683
APC4,ARF6,protein-protein,0.683
APC4,RPN5A,protein-protein,0.742
APC4,RPN7,protein-protein,0.759
APC4,RPN12A,protein-protein,0.791
APC4,PBG1,protein-protein,0.813
UBC10,ALATS,protein-protein,0.427
UBC11,RPN7,protein-protein,0.404
UBC11,ALATS,protein-protein,0.423
ALATS,VPS25,protein-protein,0.423
ALATS,UBC7,protein-protein,0.423
ALATS,UBC13,protein-protein,0.423
ALATS,UBC35,protein-protein,0.423
ALATS,UBC16,protein-protein,0.423
ALATS,FAHD1,protein-protein,0.429
ALATS,SCE1,protein-protein,0.436
ALATS,UBC24,protein-protein,0.436
ALATS,UBC32,protein-protein,0.436
ALATS,RPN12A,protein-protein,0.446
ALATS,FZR3,protein-protein,0.462
ALATS,FZR2,protein-protein,0.462
ALATS,ARF18,protein-protein,0.462
ALATS,ARF6,protein-protein,0.462
ALATS,RPN1B,protein-protein,0.468
ALATS,RPN9B,protein-protein,0.48
ALATS,RPN1A,protein-protein,0.493
ALATS,RPN5A,protein-protein,0.57
ALATS,PBG1,protein-protein,0.589
ALATS,PBA1,protein-protein,0.596
ALATS,RPN7,protein-protein,0.599
RPN10,FZR2,protein-protein,0.464
RPN10,FZR3,protein-protein,0.464
UBC7,APC7,protein-protein,0.581
UBC7,APC2,protein-protein,0.582
RPN1B,APC1,protein-protein,0.598
RPN1B,UBC22,protein-protein,0.604
RPN1B,APC2,protein-protein,0.615
RPN1B,APC5,protein-protein,0.624
PBG1,UBC22,protein-protein,0.789
RPN9B,FZR2,protein-protein,0.494
RPN9B,UBC22,protein-protein,0.645
RPN9B,APC5,protein-protein,0.657
APC5,RPN1A,protein-protein,0.624
APC5,ARF6,protein-protein,0.636
APC5,ARF18,protein-protein,0.636
APC5,RPN5A,protein-protein,0.698
APC5,RPN6,protein-protein,0.796
APC2,UBC16,protein-protein,0.545
APC2,UBC24,protein-protein,0.551
APC2,RPN1A,protein-protein,0.597
APC2,UBC32,protein-protein,0.599
APC2,ARF18,protein-protein,0.642
APC2,ARF6,protein-protein,0.644
APC2,RPN5A,protein-protein,0.74
APC2,RPN7,protein-protein,0.747
APC2,RPN6,protein-protein,0.782
FZR2,RPN7,protein-protein,0.71
FZR2,UBC22,protein-protein,0.777
FZR3,UBC22,protein-protein,0.784
